topology,rho_agents,run_id,run_seed,sync_index,mean_aggregate_battery_kw,std_aggregate_battery_kw,feeder_violation_fraction
legacy_ring,0.28205128205128205,3,2201086394,2.2781211992057844,-13.493647687103271,70.34788050670686,0.5
legacy_ring,0.28205128205128205,4,2303011079,1.8788669553829844,-12.94056528247153,57.311938733793575,0.375
legacy_ring,0.28205128205128205,5,3877180702,1.8074001290652124,-13.117311504239694,53.95688386368092,0.3333333333333333
legacy_ring,0.28205128205128205,6,3377896876,2.0006615521193702,-14.47511500685925,77.73709030882775,0.5
legacy_ring,0.28205128205128205,7,4076920962,1.867341670737914,-13.93245718658646,66.62696566747891,0.4166666666666667
legacy_ring,0.28205128205128205,8,912964670,1.9149390085294484,-15.896379171948908,78.02590716983256,0.4583333333333333
legacy_ring,0.28205128205128205,9,478395390,1.5088977305913016,-11.297239355574547,68.3299586304994,0.375
legacy_ring,0.28205128205128205,10,1951428689,1.8554507844912325,-14.346046914511144,66.83466181794395,0.4166666666666667
legacy_ring,0.28205128205128205,11,2428527833,1.8921031066271332,-11.391792760069317,60.709713941545196,0.3333333333333333
legacy_ring,0.28205128205128205,12,3041690562,1.9677471877714119,-12.491702839719844,75.7885563552858,0.4166666666666667
legacy_ring,0.28205128205128205,13,2784066692,1.860578649112126,-14.93841555961126,72.30148228254303,0.4166666666666667
legacy_ring,0.28205128205128205,14,1953708476,2.0428583243080927,-14.205232949798484,65.15589473336553,0.4583333333333333
legacy_ring,0.28205128205128205,15,126313280,1.938380057365263,-14.25407552743558,68.81946150946294,0.4166666666666667
legacy_ring,0.28205128205128205,16,308487402,1.9931034586605112,-12.209624889337306,55.59487011521565,0.3333333333333333
legacy_ring,0.28205128205128205,17,2954451590,1.6958021706028488,-11.561701734504531,64.93841142877719,0.4583333333333333
legacy_ring,0.28205128205128205,18,1719525542,1.954916208357228,-13.228063348920188,58.98737770928859,0.2916666666666667
legacy_ring,0.28205128205128205,19,111572769,1.7614247917334946,-13.45044867077369,75.15799569315134,0.4166666666666667
legacy_ring,0.3076923076923077,0,1892464835,1.5925436399813055,-14.62355031632584,63.34562659626342,0.3333333333333333
legacy_ring,0.3076923076923077,1,4034534715,1.8423415326116255,-14.363396606895426,72.46391604503195,0.4166666666666667
legacy_ring,0.3076923076923077,2,175098804,1.9670450162150228,-14.563497118716745,61.111289810956066,0.4166666666666667
